file_path,caption
train/Kali Temple Soundscape.npy,Multiple people talking among themselves with multiple conversations going on.
train/Kali Temple Soundscape.npy,many voices speaking in a crowded market and something rattling
train/school&#39;out.npy,A man slowly walks down a busy street.
train/school&#39;out.npy,In the distance a number of people are holding separate conversations.
train/school&#39;out.npy,People and children are milling around and chatting in a busy area with some traffic nearby.
train/school&#39;out.npy,People and children are milling around and chatting in a busy area with some traffic.
train/school&#39;out.npy,Traffic movement is heavy and a lot of people are talking nearby.
train/Office Lift 2.npy,Ambient noise reverberates in an elevator as it approaches its floor
train/Office Lift 2.npy,Doors are opened and closed inside a room with a low mechanical hum.
train/Office Lift 2.npy,"In an elevator that is approaching its floor, ambient noise reverberates"
train/Office Lift 2.npy,"Inside a room with a low mechanical hum, doors are opened and closed."
train/Office Lift 2.npy,Soda is coming out of a vending machine and someone is picking it up.
train/indoors ambient room tone distant bird occasional people jabbering.npy,A machine running and people conversing in close proximity to each other.
train/indoors ambient room tone distant bird occasional people jabbering.npy,A squeaking sound is in the background as a loud bang occurs and two people speak.
train/indoors ambient room tone distant bird occasional people jabbering.npy,People are talking to each other while a loud machine is running nearby.
train/indoors ambient room tone distant bird occasional people jabbering.npy,People in close proximity to each other are having a single conversation while a machine runs audibly in the background.
train/indoors ambient room tone distant bird occasional people jabbering.npy,Two people are talking over squeaking then a heavy boom.
train/birds under the rain.npy,Birds chirp in the background as rain falls.
train/birds under the rain.npy,Heavy rain falls while birds chirp and sing.
train/birds under the rain.npy,Many birds are chirping loudly and flapping their wings.
train/birds under the rain.npy,Rain falling fairly steady and birds chirping outside
train/birds under the rain.npy,Rain falling fairly steady while birds chirp outside
train/md4trk2.npy,"A loud, mechanical whirring keeps resonating as time keeps going."
train/md4trk2.npy,"A loud, mechanical whirring resonates incessantly as time goes on."
train/md4trk2.npy,A truck that is going down the highway at a high rate of speed.
train/md4trk2.npy,"The big equipment is loud, steady and monotonous."
train/md4trk2.npy,The loud and steady racket of big equipment was monotonous.
train/London Underground_Boarding and Interior.npy,A subway train passing by on its way to the station.
train/London Underground_Boarding and Interior.npy,A train coming to a stop in a subway station.
train/London Underground_Boarding and Interior.npy,An underground train is pulling away as another approaches and slows to a halt before the platform announcement is played.
train/London Underground_Boarding and Interior.npy,"Before the platform announcement is played, an underground train approaches then slows to a halt, as another pulls away."
train/London Underground_Boarding and Interior.npy,"In a subway station, a train is coming to a stop."
train/old harbour ambiance NL 150920_0781.npy,A bird chirps as the bells from the church and the train are ringing.
train/old harbour ambiance NL 150920_0781.npy,"A person is waiting on a platform at a train station, church bells begin to ring"
train/old harbour ambiance NL 150920_0781.npy,"A train bell rings, a church bell rings and a bird chirps."
train/old harbour ambiance NL 150920_0781.npy,A train yard with birds cawing and chirping and a man talking nearby.
train/old harbour ambiance NL 150920_0781.npy,"In a train yard, birds caw and chirp, and a man is talking nearby."
train/BobKessler-Spinning Tin Top.npy,"A ball continues to roll back and forth on a hollow, aluminum surface."
train/BobKessler-Spinning Tin Top.npy,"A ball rolls back and forth on a hollow, aluminum surface as time goes on."
train/BobKessler-Spinning Tin Top.npy,A marble rolling back and forth rather forcefully in between two boards.
train/BobKessler-Spinning Tin Top.npy,"Between two boards, a marble rolls back and forth rather forcefully."
train/BobKessler-Spinning Tin Top.npy,Someone is rolling a toy car down a track.
train/outside.npy,As the wind howls traffic roars in the distance.
train/outside.npy,Car engines roar in the distance as winds blow
train/outside.npy,The tea kettle whistles as the vehicle drives further away.
train/outside.npy,The vehicle gets gradually closer as faint whistling happens in the background then the car passes.
train/outside.npy,"steam blowing out of a pipe, someone whistling, vehicle drives off in background"
train/Tube deflating.npy,A liquid substance is coming out of a spray nozzle.
train/Tube deflating.npy,A sink is left on very close to the recorder
train/Tube deflating.npy,A stove is on and a pan is sizzling freely with oil.
train/Tube deflating.npy,A stove is on and a pan is sizzling with oil.
train/Tube deflating.npy,Water is spraying out of a water hose.
train/ruffle.npy,"A book thumps onto a surface, after which its pages are flipped."
train/ruffle.npy,A faint and light scrapping is followed by shuffling.
train/ruffle.npy,A stack of papers are being dropped simultaneously onto another hard surface and being shuffled.
train/ruffle.npy,A stack of papers being dropped onto another hard surface and being shuffled at the same time.
train/ruffle.npy,Very light scrapping followed with shuffling later on.
train/car arrives and another exits.npy,A vehicle is started and drives across various road surfaces.
train/car arrives and another exits.npy,A vehicle is started and moves across different surfaces covered with a variety of materials.
train/car arrives and another exits.npy,"Birds chirp and an engine is started up and drives across pavement, idles and stops."
train/car arrives and another exits.npy,"Birds chirp and then an engine is started up and drives across pavement, idles and stops."
train/car arrives and another exits.npy,The trucks engine came to life and crunched over the gravel as it pulled away.
train/Forest with Squirrel.npy,The water from a waterfall is crashing on the rocks
train/Forest with Squirrel.npy,An animal caws in the background of water flowing into a stream
train/Forest with Squirrel.npy,It is raining down with a light drizzle on the ground.
train/Forest with Squirrel.npy,"The waterfall flows, crashing onto the rocks below."
train/Forest with Squirrel.npy,water is flowing in the stream continuously as an animal caw in the background
train/contact_floor_lamp.npy,A man is hammering a metal pole into the dirt.
train/contact_floor_lamp.npy,A metallic clang is generated by tapping on different surfaces.
train/contact_floor_lamp.npy,A person is hammering a large metal nail into the ground.
train/contact_floor_lamp.npy,Someone hammering a metal object into the ground.
train/contact_floor_lamp.npy,Someone hammers a metal object into the ground.
"train/Footsteps, Shoes, Tile, Fast.npy",A hard object striking another hard object in a rhythmic way.
"train/Footsteps, Shoes, Tile, Fast.npy",A person is walking rapidly down the street wearing high heels.
"train/Footsteps, Shoes, Tile, Fast.npy",As someone walks their high heels click and clack across the wooden floor.
"train/Footsteps, Shoes, Tile, Fast.npy",Some feet are clanging on the ground as the high heels hit the ground.
"train/Footsteps, Shoes, Tile, Fast.npy",Two hard objects strike each other in a rhythmic manner.
train/Thunder2007.2.npy,A strong wind can be felt while birds are tweeting and children talking in the background.
train/Thunder2007.2.npy,A strong wind in the foreground with birds tweeting and children talking in the background.
train/Thunder2007.2.npy,"Birds are singing, the wind is blowing, and kids are talking and playing."
